Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,"FW,MF",Monaco,18,1998,0.8,19,29,65.5,252,44,10,14,71.4,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,3,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,1,,0,1,0,0,0,0,0,0,0,1,2,0,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,29,29,0,0,0,0,2,0,0,0,0,0,19,0,1,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,0,0,0,0,1,2,2,1,1,0,0,0,4,0,0,
Kylian Mbappé,fr FRA,FW,Paris S-G,18,1998,23.3,577,722,79.9,7076,1597,353,399,88.5,132,178,74.2,24,37,64.9,8,8.1,7.2,-0.1,51,35,32,6,60,11,7.7,3,3,5,1,13,12,4,1,3,0,11,1,0,Matches,722,685,34,3,10,6,40,13,4,0,0,0,577,3,20,2,0,0,10,37,23,40,0,8,1,0,0,64,6,12,33.3
Adama Mbengue,sn SEN,DF,Caen,23,1993,17.7,529,838,63.1,9279,5163,248,296,83.8,215,319,67.4,55,153,35.9,0,2.1,1.3,-2.1,11,43,13,8,78,71,63.1,48,18,5,41,65,24,21,1,20,28,99,50,0,Matches,838,615,217,7,0,10,89,209,1,0,0,0,529,6,46,2,1,0,38,24,0,89,28,48,0,0,0,152,18,16,52.9
Isaac Mbenza,be BEL,"FW,MF",Montpellier,21,1996,23.3,424,652,65.0,7259,1410,230,283,81.3,123,188,65.4,57,126,45.2,0,1.6,1.4,-1.6,29,27,9,5,45,16,37.5,4,8,4,6,16,10,8,1,7,4,20,5,0,Matches,652,566,82,32,1,4,122,2,43,10,30,0,424,4,26,4,0,0,12,19,13,122,4,11,0,0,0,69,7,11,38.9
Bryan Mbeumo,cm CMR,"FW,MF",Troyes,17,1999,0.7,10,20,50.0,105,52,5,6,83.3,3,5,60.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,2,0,0.0,0,0,0,0,3,3,2,0,2,0,0,2,0,Matches,20,20,0,0,0,0,2,0,0,0,0,0,10,0,3,0,0,0,1,4,0,2,0,0,0,0,0,6,3,5,37.5
Jordi Mboula,es ESP,MF,Monaco,18,1999,0.3,5,12,41.7,106,11,2,5,40.0,1,4,25.0,2,3,66.7,0,0.0,0.0,0.0,0,1,1,0,2,0,,0,0,0,0,0,0,2,0,2,0,0,2,0,Matches,12,12,0,0,0,0,5,0,0,0,0,0,5,0,1,0,0,0,1,2,0,5,0,0,0,0,0,1,1,1,50.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Bordeaux,23,1994,14.8,593,711,83.4,9182,1871,321,359,89.4,199,226,88.1,47,70,67.1,2,1.2,1.0,+0.8,15,36,7,2,60,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,25,28.1,4,19,2,9,32,23,22,6,16,23,48,13,1,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,711,689,19,18,6,8,10,1,0,0,0,0,593,3,14,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,20,22,0,10,23,13,0,1,0,127,29,17,63.0
Soualiho Meïté,fr FRA,MF,Monaco,23,1994,1.1,36,44,81.8,576,184,21,23,91.3,11,12,91.7,2,5,40.0,0,0.0,0.0,0.0,1,3,0,0,1,2,40.0,1,1,0,2,5,3,1,0,1,3,5,3,0,Matches,44,43,1,1,0,1,0,0,0,0,0,0,36,0,2,0,0,0,2,2,0,0,3,1,0,0,0,5,0,2,0.0
Memphis,nl NED,FW,Lyon,23,1994,28.4,956,1301,73.5,13877,4282,609,691,88.1,205,285,71.9,83,180,46.1,13,8.0,6.2,+5.0,77,74,46,8,133,13,10.7,4,3,6,3,28,25,15,0,15,9,22,5,0,Matches,1301,1122,170,48,10,12,155,21,93,47,38,0,956,9,38,2,0,0,37,50,11,155,9,9,0,0,0,127,8,26,23.5
Pedro Mendes,pt POR,DF,Montpellier,26,1990,31.7,1157,1426,81.1,24766,8867,349,404,86.4,579,639,90.6,214,340,62.9,1,0.5,0.4,+0.5,7,64,5,0,83,62,56.1,37,19,6,23,41,18,36,25,11,44,106,152,0,Matches,1426,1339,82,56,0,34,11,26,0,0,0,0,1157,5,12,11,0,0,41,52,0,11,44,50,0,2,0,192,57,41,58.2
Thiago Mendes,br BRA,MF,Lille,25,1992,25.5,1175,1392,84.4,18638,5569,593,648,91.5,387,443,87.4,110,170,64.7,4,2.8,2.2,+1.2,43,138,20,1,164,25,21.7,10,11,4,5,23,18,21,3,18,25,50,29,0,Matches,1392,1300,78,28,4,12,31,28,21,10,9,0,1175,14,16,4,1,1,38,45,3,31,25,16,0,0,0,168,21,14,60.0
Stiven Mendoza,co COL,"FW,MF",Amiens,25,1992,11.5,261,364,71.7,3775,1205,149,185,80.5,76,102,74.5,19,37,51.4,0,0.7,1.0,-0.7,13,22,6,2,23,18,18.2,7,7,4,2,11,9,11,1,10,15,33,8,0,Matches,364,327,35,8,3,1,33,2,21,8,9,0,261,2,21,0,0,0,9,8,0,33,15,10,0,0,0,68,6,18,25.0
Alexandre Mendy,gw GNB,FW,Bordeaux,23,1994,8.8,127,178,71.3,1757,218,66,91,72.5,45,55,81.8,4,7,57.1,0,0.7,0.7,-0.7,7,7,2,0,13,4,16.7,1,2,1,1,6,5,5,1,4,1,5,4,0,Matches,178,162,16,0,1,1,2,0,0,0,0,0,127,0,4,2,0,0,17,7,14,2,1,4,0,0,0,28,34,50,40.5
Ferland Mendy,fr FRA,DF,Lyon,22,1995,23.6,1341,1575,85.1,19206,5697,803,862,93.2,428,511,83.8,65,103,63.1,5,2.4,2.3,+2.6,27,85,25,10,131,45,64.5,29,13,3,20,31,11,18,5,13,25,70,43,0,Matches,1575,1339,230,21,0,4,58,209,0,0,0,0,1341,6,37,4,0,0,30,46,0,58,25,28,1,3,0,149,37,25,59.7
Nampalys Mendy,sn SEN,MF,Nice,25,1992,10.7,672,744,90.3,11391,2841,316,338,93.5,280,302,92.7,60,78,76.9,1,0.1,0.2,+0.9,2,63,0,0,64,13,29.4,8,5,0,5,17,12,9,1,8,13,26,10,1,Matches,744,728,15,15,0,10,2,0,0,0,0,0,672,1,6,2,0,0,17,15,0,2,13,6,0,0,0,53,3,3,50.0
Hamza Mendyl,ma MAR,"DF,MF",Lille,19,1997,9.5,318,413,77.0,4864,1666,162,182,89.0,116,138,84.1,21,51,41.2,0,0.9,0.8,-0.9,3,13,6,1,20,18,55.0,12,6,0,11,20,9,5,0,5,17,35,26,0,Matches,413,335,76,3,0,1,33,73,0,0,0,0,318,2,13,2,1,0,11,3,0,33,17,10,0,1,0,45,6,9,40.0
Thomas Meunier,be BEL,DF,Paris S-G,25,1991,17.5,950,1161,81.8,12297,3898,565,621,91.0,235,317,74.1,47,76,61.8,4,4.4,4.3,-0.4,21,61,26,14,79,38,52.9,22,12,4,18,34,16,7,2,5,18,56,54,2,Matches,1161,1005,153,16,4,6,75,136,1,0,0,0,950,3,25,3,0,0,29,5,2,75,18,21,0,1,0,93,23,11,67.6
Mexer,mz MOZ,DF,Rennes,28,1988,13.3,418,500,83.6,8842,2810,116,126,92.1,213,231,92.2,81,128,63.3,0,0.2,0.6,-0.2,2,13,1,1,27,15,75.0,9,6,0,9,12,3,13,7,6,16,31,98,2,Matches,500,474,24,23,0,9,2,1,0,0,0,0,418,2,4,1,0,0,6,9,0,2,16,12,0,3,0,82,42,27,60.9
Mathieu Michel,fr FRA,GK,Angers,25,1991,6.6,112,187,59.9,3933,2991,6,6,100.0,47,48,97.9,59,133,44.4,0,0.0,0.0,0.0,0,3,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,Matches,187,106,81,22,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
Clément Michelin,fr FRA,DF,Toulouse,20,1997,3.1,85,122,69.7,1761,893,36,42,85.7,36,47,76.6,13,29,44.8,0,0.3,0.2,-0.3,2,11,3,1,17,11,63.6,7,4,0,7,11,4,3,1,2,4,15,12,0,Matches,122,99,23,0,0,4,11,23,0,0,0,0,85,0,3,2,0,0,8,2,0,11,4,7,0,0,0,13,8,9,47.1
Danijel Milićević,ba BIH,"MF,FW",Metz,31,1986,7.9,215,336,64.0,4096,1239,100,130,76.9,81,108,75.0,33,82,40.2,3,1.9,2.1,+1.1,21,26,12,3,41,8,11.1,0,4,4,1,9,8,5,0,5,3,11,2,0,Matches,336,274,59,22,1,2,63,3,30,14,13,0,215,3,13,0,0,0,5,10,0,63,3,4,1,0,0,35,7,13,35.0
Kostas Mitroglou,gr GRE,FW,Marseille,29,1988,9.7,89,131,67.9,1001,240,57,76,75.0,16,27,59.3,4,6,66.7,0,1.1,0.7,-1.1,11,4,3,0,9,3,25.0,1,2,0,1,4,3,1,1,0,0,3,2,0,Matches,131,129,2,0,1,0,1,0,0,0,0,0,89,0,8,2,0,0,11,3,6,1,0,2,0,0,0,13,22,13,62.9
Florent Mollet,fr FRA,"MF,FW",Metz,25,1991,15.7,577,718,80.4,10883,2527,255,285,89.5,227,270,84.1,88,136,64.7,1,1.3,1.5,-0.3,20,74,6,3,65,25,12.0,10,12,3,3,25,22,8,1,7,11,36,8,0,Matches,718,641,74,35,2,20,71,6,31,17,12,0,577,3,18,5,0,0,33,26,3,71,11,18,0,0,0,86,5,19,20.8
Thomas Monconduit,fr FRA,MF,Amiens,26,1991,32.8,1136,1449,78.4,19186,6245,554,656,84.5,416,510,81.6,120,187,64.2,3,2.3,2.3,+0.7,23,119,19,2,165,81,39.1,33,43,5,34,87,53,52,17,35,55,136,81,2,Matches,1449,1400,46,35,10,20,14,2,0,0,0,0,1136,3,25,7,1,0,64,46,2,14,55,49,1,0,0,198,50,31,61.7
Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,28,1988,19.6,522,689,75.8,6807,1824,362,424,85.4,123,167,73.7,17,29,58.6,3,1.7,1.9,+1.3,22,30,20,3,55,33,22.9,9,19,5,11,48,37,15,2,13,13,46,23,1,Matches,689,673,15,3,0,1,29,12,0,0,0,0,522,1,32,0,0,0,33,14,5,29,13,25,0,0,0,97,34,70,32.7
Jérémy Morel,mg MAD,DF,Lyon,33,1984,32.4,1788,1974,90.6,35362,14897,567,603,94.0,997,1055,94.5,206,270,76.3,0,0.1,0.3,-0.1,2,89,1,0,113,39,78.3,23,15,1,18,23,5,28,23,5,46,85,129,5,Matches,1974,1899,70,64,2,7,0,6,0,0,0,0,1788,5,16,4,0,0,26,23,1,0,46,27,0,2,1,179,55,33,62.5
Lebo Mothiba,za RSA,FW,Lille,21,1996,13.2,254,313,81.2,2675,226,159,182,87.4,47,67,70.1,6,8,75.0,0,0.9,0.6,-0.9,13,9,3,0,10,8,0.0,4,0,4,0,7,7,6,2,4,2,10,11,0,Matches,313,275,36,0,2,0,2,0,0,0,0,0,254,2,3,1,0,0,22,18,9,2,2,5,0,0,0,18,20,37,35.1
Thiago Motta,it ITA,MF,Paris S-G,34,1982,12.8,1250,1336,93.6,20149,6616,593,620,95.6,481,502,95.8,105,122,86.1,1,0.3,0.6,+0.7,11,120,4,0,132,28,33.3,14,11,3,8,24,16,15,6,9,21,49,26,1,Matches,1336,1316,20,19,0,10,0,1,0,0,0,0,1250,0,9,3,1,0,27,14,1,0,21,21,0,1,0,61,23,28,45.1
François Moubandje,ch SUI,DF,Toulouse,27,1990,18.9,636,890,71.5,10926,4987,316,369,85.6,258,335,77.0,56,146,38.4,0,0.5,0.6,-0.5,8,64,7,4,80,28,29.4,20,7,1,10,34,24,23,7,16,27,55,75,0,Matches,890,674,213,16,1,4,38,197,0,0,0,0,636,3,31,6,1,1,22,15,1,38,27,15,0,0,0,104,44,18,71.0
Jessy Moulin,fr FRA,GK,Saint-Étienne,31,1986,3.4,79,138,57.2,2955,2409,6,6,100.0,31,33,93.9,42,99,42.4,0,0.0,0.0,0.0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,2,Matches,138,72,66,22,0,0,0,0,0,0,0,0,79,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,2,0,100.0
Lucas Moura,br BRA,FW,Paris S-G,24,1992,0.8,42,50,84.0,602,131,20,22,90.9,16,16,100.0,2,5,40.0,1,0.7,0.5,+0.3,1,1,1,0,6,1,0.0,0,1,0,0,1,1,0,0,0,0,1,0,0,Matches,50,42,8,1,1,0,3,3,4,2,1,0,42,0,1,1,0,0,5,2,1,3,0,1,0,0,0,1,1,1,50.0
João Moutinho,pt POR,MF,Monaco,30,1986,31.1,1670,2024,82.5,30731,9537,712,782,91.0,706,827,85.4,214,327,65.4,6,5.8,5.5,+0.2,55,222,30,6,310,65,33.8,19,37,9,27,80,53,52,12,40,36,101,54,0,Matches,2024,1800,212,129,13,20,110,9,73,29,30,1,1670,12,23,6,0,0,40,27,1,110,36,41,0,0,0,206,25,24,51.0
Samuel Moutoussamy,cd COD,MF,Nantes,20,1996,4.8,123,153,80.4,2069,704,56,65,86.2,49,57,86.0,12,19,63.2,0,0.2,0.6,-0.2,5,11,6,2,26,15,62.5,6,7,2,5,8,3,7,1,6,3,18,4,0,Matches,153,140,13,0,0,2,3,13,0,0,0,0,123,0,0,0,0,0,5,2,0,3,3,7,0,0,0,20,6,3,66.7
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
Ndombe Mubele,cd COD,"FW,MF",Toulouse,23,1994,4.1,79,143,55.2,1210,438,52,71,73.2,21,42,50.0,5,17,29.4,1,0.4,0.8,+0.6,5,7,6,4,14,14,38.5,5,6,3,5,13,8,9,0,9,3,17,3,0,Matches,291,263,27,0,1,3,22,5,1,0,0,0,196,1,11,1,0,0,15,42,5,22,3,8,1,0,0,46,7,13,35.0
Ndombe Mubele,cd COD,"FW,MF",Rennes,23,1994,13.6,196,291,67.4,2660,593,114,145,78.6,44,65,67.7,14,27,51.9,1,1.8,1.5,-0.8,18,7,4,2,16,8,40.0,6,2,0,4,10,6,11,0,11,9,17,4,0,Matches,143,129,12,1,0,2,21,9,2,0,0,0,79,2,12,0,0,0,6,9,0,21,9,4,0,0,0,27,3,7,30.0
